#Frequency (Hz), CH1_S21_S1re (), CH1_S21_S1im (), CH1_S21_S1dB (dB), CH1_S21_S1Ph (rad)
5.8512000000e+09, -5.8768170000e-05, 1.7319860000e-05, -8.4255432910e+01, -2.2277749702e+01
5.8514000000e+09, -6.2648360000e-05, 8.1574390000e-06, -8.3988790099e+01, -2.2120630022e+01
5.8516000000e+09, -2.3828200000e-05, 2.7256090000e-05, -8.8825041369e+01, -2.2843548920e+01
5.8518000000e+09, -3.1288090000e-05, 5.8688950000e-05, -8.3542499298e+01, -2.3072155843e+01
5.8520000000e+09, -8.9849460000e-05, 4.1145910000e-05, -8.0102872214e+01, -2.2420588040e+01
5.8522000000e+09, -1.0745690000e-04, 8.3758460000e-05, -7.7313643527e+01, -2.2653239650e+01
5.8524000000e+09, -4.3192780000e-05, 5.5272280000e-05, -8.3079783031e+01, -2.2898614840e+01
5.8526000000e+09, -6.9618280000e-05, 5.7750510000e-05, -8.0871497440e+01, -2.2683638554e+01
5.8528000000e+09, -2.0729010000e-05, 3.8979760000e-05, -8.7101628604e+01, -2.3073190634e+01
5.8530000000e+09, -2.4933580000e-05, 1.0260550000e-04, -7.9527418020e+01, -2.3323561166e+01
5.8532000000e+09, -1.4516210000e-05, 5.8393310000e-05, -8.4412315675e+01, -2.3318290236e+01
5.8534000000e+09, -2.2544260000e-05, 5.9821120000e-05, -8.3886155466e+01, -2.3201543480e+01
5.8536000000e+09, 2.8300330000e-07, 4.8990420000e-05, -8.6197631822e+01, -2.3567721545e+01
5.8538000000e+09, -1.3581120000e-05, 3.9415330000e-05, -8.7599464648e+01, -2.3230120660e+01
5.8540000000e+09, 9.9807450000e-06, 7.7527110000e-05, -8.2139539524e+01, -2.3689979440e+01
5.8542000000e+09, 3.0219380000e-06, 5.2095590000e-05, -8.5649391838e+01, -2.3619887529e+01
5.8544000000e+09, -1.3817400000e-05, 6.1961270000e-05, -8.3946820736e+01, -2.3342534336e+01
5.8546000000e+09, 3.7836040000e-06, 7.8464280000e-05, -8.2096473464e+01, -2.3610128298e+01
5.8548000000e+09, 4.0409840000e-05, 1.0840600000e-04, -7.8733875945e+01, -2.3918753689e+01
5.8550000000e+09, -2.3865650000e-05, 4.1067160000e-05, -8.6466453350e+01, -2.3035510665e+01
5.8552000000e+09, 4.0911950000e-05, 5.1832060000e-05, -8.3604786394e+01, -2.4230138074e+01
5.8554000000e+09, 8.3048700000e-05, 5.8704470000e-05, -7.9853408212e+01, -2.4517420713e+01
5.8556000000e+09, 4.9954290000e-05, 1.0036980000e-04, -7.9006810357e+01, -2.4023752739e+01
5.8558000000e+09, 3.3706480000e-05, 7.0927970000e-05, -8.2099328317e+01, -2.4005573760e+01
5.8560000000e+09, 4.8659120000e-05, 3.8030780000e-05, -8.4186135967e+01, -2.4469336088e+01
5.8562000000e+09, 7.8057400000e-05, 2.9015510000e-05, -8.1589624576e+01, -2.4776849122e+01
5.8564000000e+09, 2.7701420000e-05, 5.0898470000e-05, -8.4739163441e+01, -2.4060361714e+01
5.8566000000e+09, 4.1539370000e-05, 3.1549280000e-05, -8.5652911977e+01, -2.4483185831e+01
5.8568000000e+09, 6.5537800000e-05, 8.2017740000e-05, -7.9577351446e+01, -2.4236117654e+01
5.8570000000e+09, 8.6511240000e-05, 5.0916310000e-05, -7.9966831677e+01, -2.4600782361e+01
5.8572000000e+09, 9.0253410000e-05, -3.8555950000e-06, -8.0882809090e+01, -2.5175434930e+01
5.8574000000e+09, 8.8801590000e-05, 5.4936980000e-05, -7.9624223557e+01, -2.4578722250e+01
5.8576000000e+09, 1.5624910000e-06, -2.1890130000e-07, -1.1603923475e+02, -2.5271932931e+01
5.8578000000e+09, 3.2820230000e-05, -4.5161950000e-05, -8.5062953530e+01, -2.6075100882e+01
5.8580000000e+09, 6.7266980000e-05, -4.0351830000e-06, -8.3428361322e+01, -2.5192657003e+01
5.8582000000e+09, 8.2237100000e-05, 1.2083850000e-05, -8.1605873187e+01, -2.4986846108e+01
5.8584000000e+09, 6.5920150000e-05, -1.5111020000e-05, -8.3397219656e+01, -2.5358080256e+01
5.8586000000e+09, 1.2069940000e-04, -1.8611340000e-05, -7.8263846876e+01, -2.5285732097e+01
5.8588000000e+09, 6.8912170000e-05, -5.7783240000e-06, -8.3203653446e+01, -2.5216396098e+01
5.8590000000e+09, 5.5446230000e-05, -4.8668350000e-05, -8.2641702262e+01, -2.5853130924e+01
5.8592000000e+09, 9.4906310000e-05, -5.4408180000e-05, -7.9219980979e+01, -2.5653284227e+01
5.8594000000e+09, 7.5786710000e-05, -1.4987800000e-05, -8.2241522975e+01, -2.5327984814e+01
5.8596000000e+09, 2.0644310000e-05, -9.2542330000e-05, -8.0462272469e+01, -2.6484051686e+01
5.8598000000e+09, 3.9917800000e-05, -9.1935380000e-05, -7.9980265029e+01, -2.6293905264e+01
5.8600000000e+09, 4.0874000000e-05, -1.0992500000e-04, -7.8615649964e+01, -2.6347544262e+01
5.8602000000e+09, 6.4873330000e-05, -7.6343680000e-05, -7.9984001250e+01, -2.5999186457e+01
5.8604000000e+09, 1.4679360000e-05, -7.1499170000e-05, -8.2734671735e+01, -2.6501043285e+01
5.8606000000e+09, 3.9800610000e-05, -2.9549860000e-05, -8.6095448623e+01, -2.5771391134e+01
5.8608000000e+09, 1.2504630000e-05, -4.7209160000e-05, -8.6224987684e+01, -2.6444606573e+01
5.8610000000e+09, -2.9882780000e-06, -7.2540370000e-05, -8.2781040930e+01, -2.6744708966e+01
5.8612000000e+09, 2.3514610000e-05, -6.9486730000e-05, -8.2691093637e+01, -2.6377230072e+01
5.8614000000e+09, 5.6489970000e-05, -6.5633090000e-05, -8.1250071165e+01, -2.5992868064e+01
5.8616000000e+09, 2.3795190000e-05, -8.4010730000e-05, -8.1178163250e+01, -2.6427527037e+01
5.8618000000e+09, -2.2541540000e-05, -6.9734780000e-05, -8.2699399502e+01, -2.7016182871e+01
5.8620000000e+09, 1.3072200000e-06, -5.8567130000e-05, -8.4644758103e+01, -2.6681221233e+01
5.8622000000e+09, 7.3666180000e-06, -7.7056320000e-05, -8.2224322895e+01, -2.6608226775e+01
5.8624000000e+09, 5.6138910000e-06, -7.9271910000e-05, -8.1995887199e+01, -2.6632837427e+01
5.8626000000e+09, 1.6241650000e-05, -7.6182880000e-05, -8.2169814541e+01, -2.6493489282e+01
5.8628000000e+09, -2.3627880000e-05, -6.0828530000e-05, -8.3707548956e+01, -2.7074033806e+01
5.8630000000e+09, 1.0787490000e-06, -6.1182570000e-05, -8.4266095783e+01, -2.6685907743e+01
5.8632000000e+09, -4.2353000000e-05, -8.2078030000e-05, -8.0690214593e+01, -2.7179910166e+01
5.8634000000e+09, -5.2640640000e-05, -1.1443100000e-04, -7.7995464901e+01, -2.7134693462e+01
5.8636000000e+09, -8.8678280000e-05, -2.7295800000e-05, -8.0650524357e+01, -2.7975730133e+01
5.8638000000e+09, -5.5539450000e-05, -4.5055650000e-05, -8.2911847506e+01, -2.7592778643e+01
5.8640000000e+09, -2.3132450000e-05, -3.7397390000e-05, -8.7136165127e+01, -2.7257490912e+01
5.8642000000e+09, -4.0214410000e-05, -5.6511180000e-05, -8.3177906206e+01, -2.7322018788e+01
5.8644000000e+09, -2.7982630000e-05, -2.9273430000e-05, -8.7851664042e+01, -2.7466395199e+01
5.8646000000e+09, -1.2209280000e-04, 8.7922310000e-06, -7.8243735359e+01, -2.8346222477e+01
5.8648000000e+09, -8.6429850000e-05, -4.2673380000e-05, -8.0319311673e+01, -2.7815711399e+01
5.8650000000e+09, -1.1689540000e-04, -3.0764850000e-05, -7.8353197461e+01, -2.8016986945e+01
5.8652000000e+09, -7.5551460000e-05, -2.8273730000e-05, -8.1865907007e+01, -2.7916237208e+01
5.8654000000e+09, -1.0099870000e-04, 5.8644840000e-05, -7.8651870733e+01, -2.8800403512e+01
5.8656000000e+09, -8.2568120000e-05, 3.3251390000e-05, -8.1011021561e+01, -2.8657178266e+01
5.8658000000e+09, -1.0757270000e-04, 5.7912270000e-05, -7.8260648029e+01, -2.8768192433e+01
5.8660000000e+09, -1.1305060000e-04, 3.1079980000e-05, -7.8618109181e+01, -2.8542626613e+01
5.8662000000e+09, -5.4535590000e-05, 8.9352300000e-06, -8.5151353882e+01, -2.8436733159e+01
5.8664000000e+09, -1.0027390000e-04, -3.9593900000e-05, -7.9346992517e+01, -2.7898268554e+01
5.8666000000e+09, -6.5609310000e-05, 7.2949050000e-05, -8.0165475803e+01, -2.9112654773e+01
5.8668000000e+09, -4.6322480000e-05, 2.5670740000e-05, -8.5521044427e+01, -2.8780376479e+01
5.8670000000e+09, -1.0822270000e-04, 5.8238540000e-05, -7.8209114638e+01, -2.8768022915e+01
5.8672000000e+09, -6.0011600000e-05, 4.8455120000e-05, -8.2255348032e+01, -2.8953588455e+01
5.8674000000e+09, -7.4272860000e-05, 7.3077700000e-05, -7.9642978437e+01, -2.9051621226e+01
5.8676000000e+09, -8.5638760000e-05, 7.4173890000e-05, -7.8915783045e+01, -2.8988115297e+01
5.8678000000e+09, -7.2875320000e-05, 1.1939540000e-04, -7.7084963126e+01, -2.9297120887e+01
5.8680000000e+09, -6.7272450000e-05, 9.2455720000e-05, -7.8836033887e+01, -2.9216108105e+01
5.8682000000e+09, 2.9958460000e-06, 7.9647030000e-05, -8.1970468161e+01, -2.9882726518e+01
5.8684000000e+09, -1.1299800000e-04, 8.1417300000e-05, -7.7122581633e+01, -2.8898699206e+01
5.8686000000e+09, -5.3463340000e-05, 1.9016450000e-05, -8.4921503198e+01, -2.8616069962e+01
5.8688000000e+09, -4.0846850000e-05, 8.0849420000e-05, -8.0859164461e+01, -2.9377314281e+01
5.8690000000e+09, -1.2826040000e-05, 6.9798200000e-05, -8.2978887507e+01, -2.9663398744e+01
5.8692000000e+09, 2.0573610000e-05, 6.7308480000e-05, -8.3050698679e+01, -3.0141772900e+01
5.8694000000e+09, 1.5175440000e-05, 1.2230570000e-04, -7.8184714403e+01, -2.9968577232e+01
5.8696000000e+09, -2.5193630000e-05, 9.9817280000e-05, -7.9747675458e+01, -2.9597896370e+01
5.8698000000e+09, -1.3850000000e-06, 9.6849600000e-05, -8.0277155310e+01, -2.9830830660e+01
5.8700000000e+09, 2.0297780000e-07, 5.2011420000e-05, -8.5677959639e+01, -2.9849032751e+01
5.8702000000e+09, 2.8791530000e-05, 6.3883260000e-05, -8.3089164640e+01, -3.0268557578e+01
5.8704000000e+09, 5.0327440000e-05, 1.3730550000e-04, -7.6698775137e+01, -3.0196460018e+01
5.8706000000e+09, 5.7384620000e-05, 8.6686180000e-05, -7.9662752213e+01, -3.0429881998e+01
5.8708000000e+09, 2.8595500000e-05, 9.3928060000e-05, -8.0159147184e+01, -3.0140655807e+01
5.8710000000e+09, 6.6571720000e-05, 8.6882700000e-05, -7.9215287735e+01, -3.0498934876e+01
5.8712000000e+09, 4.4167390000e-05, 1.1168700000e-04, -7.8408918764e+01, -3.0221713959e+01
5.8714000000e+09, 9.3311290000e-05, 7.1095670000e-05, -7.8613313495e+01, -3.0764840635e+01
5.8716000000e+09, 9.0931840000e-05, 8.6951540000e-05, -7.8005418613e+01, -3.0652900535e+01
5.8718000000e+09, 7.2487750000e-05, 9.0248040000e-05, -7.8729216936e+01, -3.0521822858e+01
5.8720000000e+09, 1.2654490000e-04, 4.4887300000e-05, -7.7440408534e+01, -3.1075057983e+01
5.8722000000e+09, 8.3606840000e-05, 8.2700430000e-05, -7.8591946262e+01, -3.0635978531e+01
5.8724000000e+09, 7.4851250000e-05, 4.4112400000e-05, -8.1221328129e+01, -3.0883386465e+01
5.8726000000e+09, 1.0914420000e-04, 7.3782480000e-06, -7.9220185218e+01, -3.1348428314e+01
5.8728000000e+09, 8.6059180000e-05, 2.4115330000e-05, -8.0975765363e+01, -3.1142715707e+01
5.8730000000e+09, 8.9407970000e-05, 3.6809520000e-05, -8.0292475751e+01, -3.1025372344e+01
5.8732000000e+09, 1.3693320000e-04, -7.4176050000e-07, -7.7269697419e+01, -3.1421343434e+01
5.8734000000e+09, 4.5021050000e-05, -4.5715560000e-05, -8.3854394537e+01, -3.2208978682e+01
5.8736000000e+09, 1.0081160000e-04, 3.0249660000e-06, -7.9925881360e+01, -3.1385929406e+01
5.8738000000e+09, 9.6872730000e-05, -2.1339820000e-05, -8.0070175362e+01, -3.1632750742e+01
5.8740000000e+09, 3.9539350000e-05, -1.0292710000e-05, -8.7774655864e+01, -3.1670590197e+01
5.8742000000e+09, 1.0562900000e-04, -4.4493130000e-05, -7.8814996923e+01, -3.1814591802e+01
5.8744000000e+09, 7.7925030000e-05, -1.8483820000e-05, -8.1928736240e+01, -3.1648822371e+01
5.8746000000e+09, 1.0884000000e-04, -5.6878920000e-05, -7.8215595754e+01, -3.1897484013e+01
5.8748000000e+09, 1.1591490000e-04, 9.3257020000e-06, -7.8689194769e+01, -3.1335646442e+01
5.8750000000e+09, 2.8585570000e-05, -7.2919440000e-05, -8.2122293572e+01, -3.2613118340e+01
5.8752000000e+09, 8.2162750000e-05, -1.7162730000e-06, -8.1704606088e+01, -3.1436812198e+01
5.8754000000e+09, 1.1293450000e-04, -1.0690030000e-04, -7.6165100204e+01, -3.2173882796e+01
5.8756000000e+09, 2.9728370000e-05, -9.1188220000e-05, -8.0362561968e+01, -3.2671576749e+01
5.8758000000e+09, 4.9194610000e-05, -8.1043280000e-05, -8.0463309985e+01, -3.2441160121e+01
5.8760000000e+09, 7.9299250000e-05, -9.7778130000e-05, -7.7999999498e+01, -3.2305303180e+01
5.8762000000e+09, 3.8852420000e-05, -1.0642660000e-04, -7.8915658347e+01, -3.2636692364e+01
5.8764000000e+09, 3.6263850000e-05, -1.0450390000e-04, -7.9123558490e+01, -3.2652714633e+01
5.8766000000e+09, 1.3335370000e-05, -9.6885890000e-05, -8.0193282942e+01, -3.2849942340e+01
5.8768000000e+09, 4.0121350000e-05, -1.0916790000e-04, -7.8687871731e+01, -3.2634526368e+01
5.8770000000e+09, -2.4125360000e-05, -9.8550900000e-05, -7.9874026359e+01, -3.3226802406e+01
5.8772000000e+09, -4.6971160000e-05, -5.8418740000e-05, -8.2503379493e+01, -3.3663923994e+01
5.8774000000e+09, -8.8783100000e-06, -8.7345720000e-05, -8.1130527053e+01, -3.3088020577e+01
5.8776000000e+09, -2.0289170000e-06, -8.5152950000e-05, -8.1393541190e+01, -3.3010545093e+01
5.8778000000e+09, -5.4958760000e-05, -1.2753680000e-04, -7.7147555710e+01, -3.3393601080e+01
5.8780000000e+09, -6.0869850000e-05, -1.0890050000e-04, -7.8078660110e+01, -3.3496410906e+01
5.8782000000e+09, -4.8159390000e-05, -9.4790140000e-05, -7.9467487384e+01, -3.3456800273e+01
5.8784000000e+09, -5.9844730000e-05, -9.8565140000e-05, -7.8762633633e+01, -3.3532389847e+01
5.8786000000e+09, -2.6581630000e-05, -8.8564530000e-05, -8.0680207282e+01, -3.3278306766e+01
5.8788000000e+09, -5.3567870000e-05, -8.9509810000e-05, -7.9633103243e+01, -3.3526007835e+01
5.8790000000e+09, -4.5834190000e-05, -5.9631260000e-05, -8.2474399133e+01, -3.3642038990e+01
5.8792000000e+09, -6.2544070000e-05, -6.0665830000e-05, -8.1196378730e+01, -3.3787364075e+01
5.8794000000e+09, -7.7273860000e-05, -2.3992770000e-05, -8.1839641300e+01, -3.4256466433e+01
5.8796000000e+09, -1.2372190000e-04, -3.1403160000e-05, -7.7879918257e+01, -3.4308947965e+01
5.8798000000e+09, -1.0223980000e-04, -1.1607850000e-04, -7.6211082134e+01, -3.3708817996e+01
5.8800000000e+09, -1.2096560000e-04, -2.8415510000e-05, -7.8113493964e+01, -3.4326796588e+01
5.8802000000e+09, -1.1515140000e-04, -7.2276790000e-05, -7.7332092258e+01, -3.3997003980e+01
5.8804000000e+09, -1.2783370000e-04, -5.2148190000e-05, -7.7198568574e+01, -3.4170188722e+01
5.8806000000e+09, -1.1907280000e-04, -2.7570220000e-05, -7.8256944991e+01, -3.4329987839e+01
5.8808000000e+09, -1.0640300000e-04, 4.9271760000e-06, -7.9451619874e+01, -3.4603792873e+01
5.8810000000e+09, -1.4479380000e-04, -2.8759000000e-05, -7.6616964408e+01, -3.4361450536e+01
5.8812000000e+09, -1.3601000000e-04, 1.1530550000e-05, -7.7297481307e+01, -3.4642094180e+01
5.8814000000e+09, -1.2734180000e-04, 2.1243160000e-05, -7.7781372001e+01, -3.4722817059e+01
5.8816000000e+09, -1.2790790000e-04, -4.0404630000e-05, -7.7448972646e+01, -3.4251550307e+01
5.8818000000e+09, -9.8613220000e-05, 5.0849080000e-05, -7.9097350289e+01, -3.5033601645e+01
5.8820000000e+09, -1.3366130000e-04, 1.2543980000e-05, -7.7441802776e+01, -3.4651094112e+01
5.8822000000e+09, -1.0069340000e-04, 5.4179570000e-05, -7.8835720337e+01, -3.5051152912e+01
5.8824000000e+09, -1.0594810000e-04, 5.0643280000e-05, -7.8604438686e+01, -3.5003413087e+01
5.8826000000e+09, -6.4528610000e-05, 6.7313640000e-05, -8.0607270353e+01, -3.5364038169e+01
5.8828000000e+09, -9.4888400000e-05, 5.6312230000e-05, -7.9145354640e+01, -3.5093114119e+01
5.8830000000e+09, -1.1081300000e-04, 1.4582350000e-04, -7.4743849678e+01, -3.5478500970e+01
5.8832000000e+09, -1.1965920000e-04, 1.2470460000e-04, -7.5247711544e+01, -3.5363561504e+01
5.8834000000e+09, -7.0057370000e-05, 1.2398770000e-04, -7.6929109595e+01, -3.5614002567e+01
5.8836000000e+09, -8.8797140000e-05, 1.2610590000e-04, -7.6236488237e+01, -3.5514811491e+01
5.8838000000e+09, -1.0119550000e-04, 1.1581360000e-04, -7.6261079080e+01, -3.5410177434e+01
5.8840000000e+09, -3.9445670000e-05, 1.4054450000e-04, -7.6714426910e+01, -3.5854691928e+01
5.8842000000e+09, -7.3601460000e-05, 1.6434340000e-04, -7.4891075855e+01, -3.5707249610e+01
5.8844000000e+09, -2.6542480000e-05, 6.5998230000e-05, -8.2958263436e+01, -3.5745940218e+01
5.8846000000e+09, -3.6636610000e-05, 1.5159330000e-04, -7.6139869706e+01, -3.5891185499e+01
5.8848000000e+09, 3.0886870000e-05, 1.8999050000e-04, -7.4312072299e+01, -3.6289476206e+01
5.8850000000e+09, -3.8952200000e-05, 1.4077310000e-04, -7.6709207967e+01, -3.5858367648e+01
5.8852000000e+09, 1.0758870000e-05, 1.3489910000e-04, -7.7372281619e+01, -3.6207901998e+01
5.8854000000e+09, 5.6184840000e-05, 1.5031050000e-04, -7.5892230591e+01, -3.6486026567e+01
5.8856000000e+09, 5.5779910000e-05, 1.1591880000e-04, -7.7812396191e+01, -3.6576808810e+01
5.8858000000e+09, 6.7547280000e-05, 1.0788460000e-04, -7.7904388253e+01, -3.6687710326e+01
5.8860000000e+09, 5.8088090000e-05, 1.6853010000e-04, -7.4978922885e+01, -3.6460238489e+01
5.8862000000e+09, 8.4138210000e-05, 9.8714770000e-05, -7.7740747622e+01, -3.6834164526e+01
5.8864000000e+09, 6.2714190000e-05, 1.4575790000e-04, -7.5989712669e+01, -3.6534635274e+01
5.8866000000e+09, 1.0082130000e-04, 1.4216210000e-04, -7.5174837533e+01, -3.6745189041e+01
5.8868000000e+09, 6.7068610000e-05, 1.4758160000e-04, -7.5803989803e+01, -3.6554864750e+01
5.8870000000e+09, 1.1314820000e-04, 1.0348910000e-04, -7.6287010255e+01, -3.6958270674e+01
5.8872000000e+09, 9.7874620000e-05, 9.2061360000e-05, -7.7434088757e+01, -3.6944310546e+01
5.8874000000e+09, 1.5646480000e-04, 1.1196200000e-04, -7.4316020299e+01, -3.7078010426e+01
5.8876000000e+09, 1.1004010000e-04, 9.2698080000e-05, -7.6839927800e+01, -3.6999044958e+01
5.8878000000e+09, 1.2968590000e-04, 3.6720900000e-05, -7.7407201986e+01, -3.7423182133e+01
5.8880000000e+09, 1.1373520000e-04, 7.4159320000e-05, -7.7343497798e+01, -3.7121307441e+01
5.8882000000e+09, 1.7761960000e-04, 2.4355510000e-05, -7.4929282764e+01, -3.7562839933e+01
5.8884000000e+09, 1.5196880000e-04, 2.3568430000e-05, -7.6261690924e+01, -3.7545250298e+01
5.8886000000e+09, 2.0731170000e-04, 6.3304370000e-05, -7.3280353688e+01, -3.7402746360e+01
5.8888000000e+09, 1.7701530000e-04, 2.3310290000e-05, -7.4965118484e+01, -3.7568180033e+01
5.8890000000e+09, 1.5190870000e-04, -1.2196800000e-05, -7.6340439956e+01, -3.7779230308e+01
5.8892000000e+09, 1.7754480000e-04, -9.0879700000e-06, -7.5002476791e+01, -3.7750254120e+01
5.8894000000e+09, 1.4822050000e-04, -1.5930650000e-05, -7.6531953159e+01, -3.7806180224e+01
5.8896000000e+09, 1.5854190000e-04, -4.6801230000e-05, -7.5634256972e+01, -3.7986157205e+01
5.8898000000e+09, 1.8031680000e-04, -3.3914430000e-05, -7.4728299353e+01, -3.7885022426e+01
5.8900000000e+09, 1.0319890000e-04, -6.8103020000e-05, -7.8156483517e+01, -3.8282429135e+01
5.8902000000e+09, 1.5924410000e-04, -6.6098780000e-05, -7.5268382214e+01, -3.8092548851e+01
5.8904000000e+09, 1.5528290000e-04, -7.5435800000e-05, -7.5257350779e+01, -3.8151331759e+01
5.8906000000e+09, 1.6087570000e-04, -1.4194430000e-04, -7.3369668076e+01, -3.8422074256e+01
5.8908000000e+09, 1.2728680000e-04, -9.2804100000e-05, -7.6052939386e+01, -3.8329098605e+01
5.8910000000e+09, 1.5307310000e-04, -1.5803260000e-04, -7.3151037050e+01, -3.8500450184e+01
5.8912000000e+09, 1.3849660000e-04, -2.0792550000e-04, -7.2047157445e+01, -3.8682306557e+01
5.8914000000e+09, 9.0059770000e-05, -1.0469130000e-04, -7.7196258400e+01, -3.8559498524e+01
5.8916000000e+09, 9.7731310000e-05, -1.6494490000e-04, -7.4346454211e+01, -3.8735015090e+01
5.8918000000e+09, 6.0213950000e-05, -2.0335640000e-04, -7.3469849402e+01, -3.8982032644e+01
5.8920000000e+09, 5.9652590000e-05, -2.3912920000e-04, -7.2165165911e+01, -3.9025440091e+01
5.8922000000e+09, 2.6284280000e-05, -2.2033310000e-04, -7.3077036681e+01, -3.9151175892e+01
5.8924000000e+09, 2.0877010000e-06, -2.7574620000e-04, -7.1189560338e+01, -3.9262337218e+01
5.8926000000e+09, -9.2012820000e-06, -2.2365130000e-04, -7.3001226816e+01, -3.9311026178e+01
5.8928000000e+09, -2.0070910000e-05, -2.2782030000e-04, -7.2814573705e+01, -3.9357781038e+01
5.8930000000e+09, -1.2123260000e-05, -2.3548560000e-04, -7.2549217619e+01, -3.9321344719e+01
5.8932000000e+09, -9.0246480000e-05, -2.3936700000e-04, -7.1841501535e+01, -3.9630449842e+01
5.8934000000e+09, -1.0319790000e-04, -2.5266680000e-04, -7.1279001695e+01, -3.9657664664e+01
5.8936000000e+09, -9.6950400000e-05, -2.0942380000e-04, -7.2736175273e+01, -3.9703469745e+01
5.8938000000e+09, -1.0675900000e-04, -2.3201130000e-04, -7.1855744106e+01, -3.9701167151e+01
5.8940000000e+09, -1.2879410000e-04, -1.9651040000e-04, -7.2580274270e+01, -3.9850074376e+01
5.8942000000e+09, -1.8133950000e-04, -2.5575600000e-04, -7.0074679288e+01, -3.9886671005e+01
5.8944000000e+09, -1.8567190000e-04, -1.9672570000e-04, -7.1356369396e+01, -4.0026407818e+01
5.8946000000e+09, -2.0354690000e-04, -2.2094140000e-04, -7.0445699078e+01, -4.0014351674e+01
5.8948000000e+09, -2.2171290000e-04, -1.7276130000e-04, -7.1023559946e+01, -4.0178768465e+01
5.8950000000e+09, -2.3026610000e-04, -1.9418250000e-04, -7.0422523435e+01, -4.0140115300e+01
5.8952000000e+09, -2.5722980000e-04, -1.7205970000e-04, -7.0187627565e+01, -4.0251160860e+01
5.8954000000e+09, -2.4820010000e-04, -1.1310570000e-04, -7.1284493109e+01, -4.0413117520e+01
5.8956000000e+09, -3.3281890000e-04, -9.1729450000e-05, -6.9237867357e+01, -4.0571767819e+01
5.8958000000e+09, -2.9547480000e-04, -1.1311880000e-04, -6.9995606279e+01, -4.0475080460e+01
5.8960000000e+09, -3.1042180000e-04, -1.8776800000e-05, -7.0145094772e+01, -4.0780290086e+01
5.8962000000e+09, -3.2013520000e-04, -3.4868430000e-05, -6.9842113865e+01, -4.0732214332e+01
5.8964000000e+09, -3.3092710000e-04, -1.0638130000e-05, -6.9600867675e+01, -4.0808569118e+01
5.8966000000e+09, -3.3182140000e-04, 2.9931800000e-05, -6.9546717231e+01, -4.0930665573e+01
5.8968000000e+09, -3.3526220000e-04, 1.1405700000e-04, -6.9016687256e+01, -4.1168624406e+01
5.8970000000e+09, -3.4668640000e-04, 8.3391070000e-05, -6.8956989018e+01, -4.1076757614e+01
5.8972000000e+09, -3.0162230000e-04, 1.2060580000e-04, -6.9766579291e+01, -4.1221087626e+01
5.8974000000e+09, -3.5064300000e-04, 1.5085500000e-04, -6.8365173645e+01, -4.1246991503e+01
5.8976000000e+09, -3.5218620000e-04, 1.9773870000e-04, -6.7874509547e+01, -4.1352304086e+01
5.8978000000e+09, -3.0960670000e-04, 2.4239720000e-04, -6.8107548041e+01, -4.1504943535e+01
5.8980000000e+09, -2.9099790000e-04, 3.1499010000e-04, -6.7354217166e+01, -4.1665673866e+01
5.8982000000e+09, -3.0226070000e-04, 2.9770890000e-04, -6.7447465080e+01, -4.1618516088e+01
5.8984000000e+09, -2.2332750000e-04, 3.3156050000e-04, -6.7964027408e+01, -4.1818737744e+01
5.8986000000e+09, -2.8350780000e-04, 4.2624270000e-04, -6.5816000721e+01, -4.1824561206e+01
5.8988000000e+09, -1.7074220000e-04, 3.9660490000e-04, -6.7294414660e+01, -4.2004972802e+01
5.8990000000e+09, -1.8902930000e-04, 4.9604800000e-04, -6.5500656466e+01, -4.2047418650e+01
5.8992000000e+09, -1.5868910000e-04, 4.7117450000e-04, -6.6069732490e+01, -4.2086638232e+01
5.8994000000e+09, -4.2684390000e-05, 5.0385940000e-04, -6.5922756376e+01, -4.2326987728e+01
5.8996000000e+09, -1.5292600000e-05, 5.3082440000e-04, -6.5497379443e+01, -4.2382699639e+01
5.8998000000e+09, 2.2981570000e-05, 5.4657310000e-04, -6.5239363720e+01, -4.2453522725e+01
5.9000000000e+09, 8.5311080000e-05, 5.9380620000e-04, -6.4438377223e+01, -4.2554192644e+01
5.9002000000e+09, 8.0755130000e-05, 6.2258010000e-04, -6.4043634026e+01, -4.2540491055e+01
5.9004000000e+09, 2.3704810000e-04, 5.9626920000e-04, -6.3853887951e+01, -4.2789895202e+01
5.9006000000e+09, 2.8319940000e-04, 5.7182350000e-04, -6.3902092793e+01, -4.2871346570e+01
5.9008000000e+09, 3.7388340000e-04, 5.6304790000e-04, -6.3402627485e+01, -4.2997679152e+01
5.9010000000e+09, 4.3198820000e-04, 5.6989050000e-04, -6.2912486290e+01, -4.3060114785e+01
5.9012000000e+09, 5.1846120000e-04, 4.7151050000e-04, -6.3088086943e+01, -4.3244289782e+01
5.9014000000e+09, 6.4793430000e-04, 4.6864540000e-04, -6.1941951958e+01, -4.3356109708e+01
5.9016000000e+09, 6.9641320000e-04, 4.2004770000e-04, -6.1795151816e+01, -4.3439558292e+01
5.9018000000e+09, 7.7214480000e-04, 2.7224380000e-04, -6.1737150504e+01, -4.3643324605e+01
5.9020000000e+09, 8.5308690000e-04, 2.3722540000e-04, -6.1056655747e+01, -4.3711070842e+01
5.9022000000e+09, 9.3908500000e-04, 1.2261670000e-04, -6.0472484744e+01, -4.3852461271e+01
5.9024000000e+09, 9.3386490000e-04, -2.0427380000e-05, -6.0592241467e+01, -4.4004167683e+01
5.9026000000e+09, 9.7605750000e-04, -1.8874870000e-04, -6.0051049141e+01, -4.4173318015e+01
