#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), S11re (), S11im (), S11dB (dB), S11Ph (rad), S22re (), S22im (), S22dB (dB), S22Ph (rad), Power (dBm)
8.8415200000e+08, -1.4395430000e-02, 1.9234230000e-02, -3.2386857099e+01, -3.1822916028e+02, 1.0798130000e-02, 8.5248480000e-03, -3.7229121489e+01, 6.6828990526e-01, -6.9187370000e-03, 3.4945150000e-02, -2.8965272793e+01, -1.3646381977e+02, 0.0000000000e+00
8.8685000000e+08, 8.1032320000e-03, 2.2589090000e-02, -3.2396307843e+01, -3.1921607920e+02, 1.0501360000e-02, 8.5573700000e-03, -3.7363470258e+01, 6.8374973140e-01, -2.8115530000e-03, 4.8825310000e-02, -2.6212722828e+01, -1.3660176003e+02, 0.0000000000e+00
8.8954800000e+08, 2.3290390000e-02, 5.5335090000e-03, -3.2417983978e+01, -3.2020918790e+02, 1.0572200000e-02, 8.8479660000e-03, -3.7211140390e+01, 6.9684461299e-01, 1.4477780000e-02, 5.7737150000e-02, -2.4506062199e+01, -1.3690496794e+02, 0.0000000000e+00
8.9224600000e+08, 1.7438670000e-02, -1.6279890000e-02, -3.2447793416e+01, -3.2119349611e+02, 1.0577800000e-02, 8.8053630000e-03, -3.7225643768e+01, 6.9420966810e-01, 3.7086720000e-02, 4.7663010000e-02, -2.4380419304e+01, -1.3732052606e+02, 0.0000000000e+00
8.9494400000e+08, -4.0094260000e-03, -2.3521640000e-02, -3.2446259801e+01, -3.2218208119e+02, 1.0696600000e-02, 8.6557490000e-03, -3.7227593652e+01, 6.8032898274e-01, 4.3216600000e-02, 2.0054150000e-02, -2.6440040953e+01, -1.3779561025e+02, 0.0000000000e+00
8.9764200000e+08, -2.1784900000e-02, -9.5672060000e-03, -3.2470966429e+01, -3.2317023467e+02, 1.0617480000e-02, 8.3338740000e-03, -3.7394889626e+01, 6.6547803690e-01, 2.3891250000e-02, -1.9525510000e-03, -3.2406311420e+01, -1.3831162214e+02, 0.0000000000e+00
9.0034000000e+08, -1.9940040000e-02, 1.2937120000e-02, -3.2479713310e+01, -3.2415957527e+02, 1.0462640000e-02, 8.1196650000e-03, -3.7559808216e+01, 6.5997367597e-01, -4.1895470000e-03, -6.8860760000e-04, -4.7440889607e+01, -1.4120876272e+02, 0.0000000000e+00
9.0303800000e+08, -1.0131060000e-04, 2.3879170000e-02, -3.2439537281e+01, -3.2515059704e+02, 1.0166860000e-02, 7.9478080000e-03, -3.7785004916e+01, 6.6350517878e-01, -2.0959990000e-02, 1.9582190000e-02, -3.0847145075e+01, -1.4212309629e+02, 0.0000000000e+00
9.0573600000e+08, 1.9809030000e-02, 1.3112930000e-02, -3.2484540850e+01, -3.2614089384e+02, 9.8545640000e-03, 7.8711750000e-03, -3.7984176503e+01, 6.7396849419e-01, -1.7734670000e-02, 4.5112350000e-02, -2.6289981846e+01, -1.4256790245e+02, 0.0000000000e+00
9.0843400000e+08, 2.1849180000e-02, -9.3430090000e-03, -3.2481987600e+01, -3.2712971838e+02, 9.6730850000e-03, 8.0106070000e-03, -3.8020625744e+01, 6.9166174144e-01, 3.0094960000e-03, 5.9439120000e-02, -2.4507433443e+01, -1.4299305411e+02, 0.0000000000e+00
9.1113200000e+08, 4.0728780000e-03, -2.3274430000e-02, -3.2531421526e+01, -3.2812319277e+02, 9.5355380000e-03, 8.1112850000e-03, -3.8048771585e+01, 7.0486397608e-01, 2.5835640000e-02, 5.3719760000e-02, -2.4493689908e+01, -1.4339074425e+02, 0.0000000000e+00
9.1383000000e+08, -1.7160930000e-02, -1.6317600000e-02, -3.2512217429e+01, -3.2910701531e+02, 9.5001930000e-03, 8.1110000000e-03, -3.8067585252e+01, 7.0667990699e-01, 3.7023770000e-02, 3.6225830000e-02, -2.5713679474e+01, -1.4373875691e+02, 0.0000000000e+00
9.1652800000e+08, -2.2903420000e-02, 5.3957680000e-03, -3.2567404108e+01, -3.3009859762e+02, 9.6830940000e-03, 8.1798760000e-03, -3.7940579601e+01, 7.0144322406e-01, 3.6208860000e-02, 1.6956750000e-02, -2.7962566833e+01, -1.4407529131e+02, 0.0000000000e+00
9.1922600000e+08, -8.0607890000e-03, 2.2154050000e-02, -3.2550984525e+01, -3.3108906377e+02, 9.8137720000e-03, 7.9350410000e-03, -3.7978523957e+01, 6.7993978258e-01, 2.3699810000e-02, -4.9850900000e-04, -3.2503181638e+01, -1.4453429327e+02, 0.0000000000e+00
9.2192400000e+08, 1.3979310000e-02, 1.8974630000e-02, -3.2553490150e+01, -3.3207298350e+02, 9.6581930000e-03, 7.4298370000e-03, -3.8283227696e+01, 6.5572540285e-01, -1.6925380000e-03, -6.9181700000e-03, -4.2947714286e+01, -1.4632399651e+02, 0.0000000000e+00
9.2462200000e+08, 2.3510750000e-02, -1.3922060000e-03, -3.2559468425e+01, -3.3306796793e+02, 9.3716610000e-03, 7.2260260000e-03, -3.8537371007e+01, 6.5683801269e-01, -2.6928640000e-02, 8.9848580000e-03, -3.0937299857e+01, -1.4797689416e+02, 0.0000000000e+00
9.2732000000e+08, 1.1737900000e-02, -2.0251610000e-02, -3.2612939405e+01, -3.3405433071e+02, 8.8552330000e-03, 7.0667010000e-03, -3.8915925736e+01, 6.7353576743e-01, -3.3571730000e-02, 4.0425160000e-02, -2.5588935451e+01, -1.4853260722e+02, 0.0000000000e+00
9.3001800000e+08, -1.0432870000e-02, -2.0756500000e-02, -3.2678660351e+01, -3.3504536817e+02, 8.4728220000e-03, 7.3001510000e-03, -3.9028089426e+01, 7.1118783484e-01, -1.5019610000e-02, 6.9742540000e-02, -2.2933154463e+01, -1.4901353278e+02, 0.0000000000e+00
9.3271600000e+08, -2.3185470000e-02, -2.7259750000e-03, -3.2636059212e+01, -3.3603337867e+02, 8.5502040000e-03, 7.6732960000e-03, -3.8794739098e+01, 7.3139899516e-01, 2.2298460000e-02, 7.7741220000e-02, -2.1843612552e+01, -1.4950498127e+02, 0.0000000000e+00
9.3541400000e+08, -1.4909100000e-02, 1.7637860000e-02, -3.2729670443e+01, -3.3701945718e+02, 8.8687520000e-03, 7.8175460000e-03, -3.8545898023e+01, 7.2248315145e-01, 5.6574720000e-02, 5.2700800000e-02, -2.2234387668e+01, -1.5004648531e+02, 0.0000000000e+00
9.3811200000e+08, 6.4620730000e-03, 2.2262350000e-02, -3.2697260858e+01, -3.3800371592e+02, 9.0716500000e-03, 7.3766250000e-03, -3.8642015271e+01, 6.8270880929e-01, 5.8598460000e-02, 7.4321730000e-03, -2.4572969506e+01, -1.5067028875e+02, 0.0000000000e+00
9.4081000000e+08, 2.2231150000e-02, 6.7848140000e-03, -3.2673990094e+01, -3.3899579148e+02, 9.0959570000e-03, 6.9410900000e-03, -3.8830100454e+01, 6.5183010988e-01, 2.4280390000e-02, -2.1972850000e-02, -2.9696660862e+01, -1.5153199760e+02, 0.0000000000e+00
9.4350800000e+08, 1.7920610000e-02, -1.4726990000e-02, -3.2691914921e+01, -3.3997989401e+02, 8.7013690000e-03, 6.6118200000e-03, -3.9228866179e+01, 6.4978153722e-01, -1.8272880000e-02, -1.4678040000e-02, -3.2601564037e+01, -1.5326130890e+02, 0.0000000000e+00
9.4620600000e+08, -2.4842280000e-03, -2.2930710000e-02, -3.2740974701e+01, -3.4097071832e+02, 8.1437100000e-03, 6.4353950000e-03, -3.9676459197e+01, 6.6875449219e-01, -4.0318800000e-02, 1.9910660000e-02, -2.6942102542e+01, -1.5439674000e+02, 0.0000000000e+00
9.4890400000e+08, -2.0533800000e-02, -1.0456710000e-02, -3.2749220606e+01, -3.4196258398e+02, 7.7743000000e-03, 6.6278100000e-03, -3.9814342788e+01, 7.0595998579e-01, -2.9920420000e-02, 5.9143980000e-02, -2.3572148827e+01, -1.5504048688e+02, 0.0000000000e+00
9.5160200000e+08, -2.0020330000e-02, 1.1323070000e-02, -3.2765233711e+01, -3.4294832426e+02, 7.8108900000e-03, 6.9143160000e-03, -3.9633001850e+01, 7.2458621125e-01, 6.5721160000e-03, 7.6898130000e-02, -2.2250077525e+01, -1.5559409440e+02, 0.0000000000e+00
9.5430000000e+08, -1.5670660000e-03, 2.2937380000e-02, -3.2768900152e+01, -3.4393618225e+02, 7.8506570000e-03, 6.8281150000e-03, -3.9655481451e+01, 7.1584924121e-01, 4.3135300000e-02, 6.0729250000e-02, -2.2558090754e+01, -1.5612643416e+02, 0.0000000000e+00
9.5699800000e+08, 1.8242040000e-02, 1.3723270000e-02, -3.2830787911e+01, -3.4493022800e+02, 7.8766760000e-03, 6.7248280000e-03, -3.9695406007e+01, 7.0667561602e-01, 5.4241430000e-02, 2.4507470000e-02, -2.4506596387e+01, -1.5665526463e+02, 0.0000000000e+00
9.5969600000e+08, 2.1665420000e-02, -7.7973130000e-03, -3.2755696852e+01, -3.4592065602e+02, 7.8835470000e-03, 6.6452080000e-03, -3.9734295476e+01, 7.0037000707e-01, 3.6763190000e-02, -7.0306650000e-03, -2.8535735238e+01, -1.5726859305e+02, 0.0000000000e+00
9.6239400000e+08, 5.4206460000e-03, -2.2199100000e-02, -3.2821769019e+01, -3.4690649170e+02, 7.8792650000e-03, 6.3322470000e-03, -3.9906333833e+01, 6.7696842873e-01, 2.2028020000e-03, -1.7856060000e-02, -3.4898690867e+01, -1.5852768478e+02, 0.0000000000e+00
9.6509200000e+08, -1.5590150000e-02, -1.6663410000e-02, -3.2833940652e+01, -3.4789812295e+02, 7.8325370000e-03, 6.1676620000e-03, -4.0026630319e+01, 6.6703606071e-01, -3.1478050000e-02, 5.6016690000e-04, -3.0038468481e+01, -1.6023901893e+02, 0.0000000000e+00
9.6779000000e+08, -2.2394140000e-02, 3.7901040000e-03, -3.2874661302e+01, -3.4888444116e+02, 7.6735320000e-03, 5.8944580000e-03, -4.0285955130e+01, 6.5501909412e-01, -4.0213660000e-02, 4.0765070000e-02, -2.4842679365e+01, -1.6101343271e+02, 0.0000000000e+00
9.7048800000e+08, -9.1568290000e-03, 2.0723040000e-02, -3.2896355855e+01, -3.4987151084e+02, 7.2520250000e-03, 5.6094250000e-03, -4.0754234510e+01, 6.5837084405e-01, -1.3752990000e-02, 7.3475490000e-02, -2.2527597401e+01, -1.6160698486e+02, 0.0000000000e+00
9.7318600000e+08, 1.2317650000e-02, 1.8980760000e-02, -3.2907353391e+01, -3.5086322079e+02, 6.7157970000e-03, 5.6526390000e-03, -4.1132033629e+01, 6.9965158175e-01, 2.8043880000e-02, 7.3568560000e-02, -2.2076929203e+01, -1.6215621144e+02, 0.0000000000e+00
9.7588400000e+08, 2.2593060000e-02, 1.2361530000e-04, -3.2920368878e+01, -3.5185290587e+02, 6.4725620000e-03, 5.9736320000e-03, -4.1102595281e+01, 7.4533266199e-01, 5.4324630000e-02, 4.2127010000e-02, -2.3255200307e+01, -1.6270321562e+02, 0.0000000000e+00
9.7858200000e+08, 1.2525810000e-02, -1.8735250000e-02, -3.2942170768e+01, -3.5283985498e+02, 6.6209430000e-03, 6.2223020000e-03, -4.0832622557e+01, 7.5436916296e-01, 4.6732430000e-02, 2.3588570000e-03, -2.6596581805e+01, -1.6331238498e+02, 0.0000000000e+00
9.8128000000e+08, -8.7108800000e-03, -2.0581690000e-02, -3.3014772073e+01, -3.5382954778e+02, 6.9463670000e-03, 6.3852330000e-03, -4.0504967258e+01, 7.4333247127e-01, 1.0890970000e-02, -1.5214640000e-02, -3.4558097526e+01, -1.6431234847e+02, 0.0000000000e+00
9.8397800000e+08, -2.1957940000e-02, -4.1491280000e-03, -3.3015806894e+01, -3.5481321381e+02, 7.2660030000e-03, 6.0009670000e-03, -4.0515557127e+01, 6.9033328781e-01, -2.1861770000e-02, 3.8257310000e-03, -3.3075292164e+01, -1.6667765281e+02, 0.0000000000e+00
9.8667600000e+08, -1.5588950000e-02, 1.6050360000e-02, -3.3004836338e+01, -3.5579995043e+02, 7.1773170000e-03, 5.2105770000e-03, -4.1042240181e+01, 6.2794919487e-01, -2.2161160000e-02, 3.7886350000e-02, -2.7152326709e+01, -1.6754593620e+02, 0.0000000000e+00
9.8937400000e+08, 4.7535100000e-03, 2.1719090000e-02, -3.3059964499e+01, -3.5678623193e+02, 6.7653090000e-03, 4.6410070000e-03, -4.1719310438e+01, 6.0126857026e-01, 2.9077890000e-03, 5.1938870000e-02, -2.5676559254e+01, -1.6813113342e+02, 0.0000000000e+00
9.9207200000e+08, 2.0791360000e-02, 7.9996300000e-03, -3.3042778376e+01, -3.5777426495e+02, 6.0514980000e-03, 4.6501790000e-03, -4.2347428955e+01, 6.5519508808e-01, 2.2440540000e-02, 3.8801400000e-02, -2.6969927229e+01, -1.6859955039e+02, 0.0000000000e+00
9.9477000000e+08, 1.8038760000e-02, -1.2915970000e-02, -3.3078414997e+01, -3.5876295419e+02, 5.4540430000e-03, 4.9343520000e-03, -4.2668475739e+01, 7.3541372196e-01, 1.9477620000e-02, 1.9449520000e-02, -3.1205247753e+01, -1.6886132699e+02, 0.0000000000e+00
9.9746800000e+08, -8.0888580000e-04, -2.2128380000e-02, -3.3095208366e+01, -3.5974889679e+02, 5.3825870000e-03, 5.5426100000e-03, -4.2240782790e+01, 8.0004426614e-01, 2.0736930000e-03, 1.5417360000e-02, -3.6161932625e+01, -1.6820890831e+02, 0.0000000000e+00
1.0001660000e+09, -1.8905640000e-02, -1.1406730000e-02, -3.3119926749e+01, -3.6074027560e+02, 5.5014930000e-03, 6.0969000000e-03, -4.1710913585e+01, 8.3668844107e-01, -6.0850990000e-03, 3.0959570000e-02, -3.0019485254e+01, -1.6788113104e+02, 0.0000000000e+00
1.0028640000e+09, -1.9825270000e-02, 9.4291120000e-03, -3.3169984807e+01, -3.6172710172e+02, 6.0298410000e-03, 5.9734930000e-03, -4.1424166437e+01, 7.8070383546e-01, 6.5653280000e-03, 4.5144400000e-02, -2.6817027972e+01, -1.6821962403e+02, 0.0000000000e+00
1.0055620000e+09, -3.0632440000e-03, 2.1776460000e-02, -3.3155157967e+01, -3.6271420077e+02, 6.2843500000e-03, 5.2055920000e-03, -4.1765828785e+01, 6.9178542096e-01, 2.5121290000e-02, 3.7320030000e-02, -2.6938187067e+01, -1.6866767192e+02, 0.0000000000e+00
1.0082600000e+09, 1.6418420000e-02, 1.4671170000e-02, -3.3144304512e+01, -3.6369549108e+02, 6.0654190000e-03, 4.4997810000e-03, -4.2438407617e+01, 6.3828061384e-01, 2.4247390000e-02, 1.6931520000e-02, -3.0581844236e+01, -1.6903643117e+02, 0.0000000000e+00
1.0109580000e+09, 2.1303640000e-02, -5.7006330000e-03, -3.3130579612e+01, -3.6468621169e+02, 5.3074120000e-03, 4.1365060000e-03, -4.3441002572e+01, 6.6204248749e-01, 4.7111740000e-03, 1.0254060000e-02, -3.8950320613e+01, -1.6850588733e+02, 0.0000000000e+00
1.0136560000e+09, 6.8956660000e-03, -2.0931290000e-02, -3.3136595175e+01, -3.6567729901e+02, 4.6761570000e-03, 4.2545220000e-03, -4.3982940841e+01, 7.3822121889e-01, -9.8928360000e-03, 2.5487920000e-02, -3.1263874841e+01, -1.6770496790e+02, 0.0000000000e+00
1.0163540000e+09, -1.3704160000e-02, -1.7142110000e-02, -3.3172630825e+01, -3.6666994608e+02, 4.3295420000e-03, 4.7773560000e-03, -4.3812401990e+01, 8.3453164290e-01, -3.0754660000e-03, 4.6955720000e-02, -2.6547639064e+01, -1.6800980323e+02, 0.0000000000e+00
1.0190520000e+09, -2.1785940000e-02, 1.9833680000e-03, -3.3200627601e+01, -3.6765712910e+02, 4.4470060000e-03, 5.2051830000e-03, -4.3291069698e+01, 8.6378695315e-01, 2.1010810000e-02, 5.2659390000e-02, -2.4928912321e+01, -1.6845484628e+02, 0.0000000000e+00
1.0217500000e+09, -1.0264080000e-02, 1.9270010000e-02, -3.3217688568e+01, -3.6864771530e+02, 4.8185010000e-03, 5.2781370000e-03, -4.2917773221e+01, 8.3089042300e-01, 3.9773900000e-02, 3.3806430000e-02, -2.5646593398e+01, -1.6894152945e+02, 0.0000000000e+00
1.0244480000e+09, 1.0415240000e-02, 1.9254150000e-02, -3.3194836288e+01, -3.6963299354e+02, 5.2468680000e-03, 5.0059450000e-03, -4.2791041860e+01, 7.6190425285e-01, 3.3589130000e-02, 8.0178120000e-03, -2.9235361628e+01, -1.6941168543e+02, 0.0000000000e+00
1.0271460000e+09, 2.1712570000e-02, 1.9980910000e-03, -3.3229151862e+01, -3.7061616696e+02, 5.3713760000e-03, 4.4800150000e-03, -4.3104938922e+01, 6.9516314729e-01, 1.0913620000e-02, 4.4490890000e-04, -3.9233411895e+01, -1.6960525946e+02, 0.0000000000e+00
1.0298440000e+09, 1.3555730000e-02, -1.7148650000e-02, -3.3207229400e+01, -3.7160981807e+02, 4.9953400000e-03, 3.9652380000e-03, -4.3906560587e+01, 6.7094128074e-01, -4.1175950000e-03, 1.2475140000e-02, -3.7630002078e+01, -1.6775640166e+02, 0.0000000000e+00
1.0325420000e+09, -6.9283850000e-03, -2.0778180000e-02, -3.3189983395e+01, -3.7260058071e+02, 4.5152420000e-03, 3.5220460000e-03, -4.4842292030e+01, 6.6244794496e-01, -3.6980200000e-03, 2.5930740000e-02, -3.1636261086e+01, -1.6793355072e+02, 0.0000000000e+00
1.0352400000e+09, -2.1165900000e-02, -5.6322830000e-03, -3.3190140448e+01, -3.7358945087e+02, 3.9078460000e-03, 3.6854440000e-03, -4.5397976175e+01, 7.5611725407e-01, 2.8542180000e-03, 3.1539210000e-02, -2.9987560842e+01, -1.6816545857e+02, 0.0000000000e+00
1.0379380000e+09, -1.6307100000e-02, 1.4469640000e-02, -3.3230395028e+01, -3.7457529185e+02, 3.7064920000e-03, 3.9408630000e-03, -4.5335997699e+01, 8.1603590193e-01, 7.5661810000e-03, 3.1249120000e-02, -2.9855825467e+01, -1.6831275987e+02, 0.0000000000e+00
1.0406360000e+09, 3.1674130000e-03, 2.1628000000e-02, -3.3207512285e+01, -3.7556573803e+02, 3.7527650000e-03, 4.2648950000e-03, -4.4911663879e+01, 8.4918674950e-01, 8.3341240000e-03, 3.1310680000e-02, -2.9788866864e+01, -1.6833535039e+02, 0.0000000000e+00
1.0433340000e+09, 1.9773760000e-02, 9.1913490000e-03, -3.3228654799e+01, -3.7655600420e+02, 4.0729700000e-03, 4.2765780000e-03, -4.4574458864e+01, 8.0977884313e-01, 1.1500030000e-02, 3.5408270000e-02, -2.8582379371e+01, -1.6838924324e+02, 0.0000000000e+00
1.0460320000e+09, 1.8481690000e-02, -1.1308970000e-02, -3.3283961624e+01, -3.7754024295e+02, 4.2899100000e-03, 4.2072050000e-03, -4.4424458617e+01, 7.7566516715e-01, 2.2515350000e-02, 3.4928140000e-02, -2.7627287994e+01, -1.6864779025e+02, 0.0000000000e+00
1.0487300000e+09, 7.1708270000e-04, -2.1605980000e-02, -3.3303739418e+01, -3.7852873785e+02, 4.5088290000e-03, 3.6959890000e-03, -4.4686504499e+01, 6.8665175370e-01, 3.0640340000e-02, 2.0941360000e-02, -2.8609490671e+01, -1.6904646640e+02, 0.0000000000e+00
1.0514280000e+09, -1.7783790000e-02, -1.2522180000e-02, -3.3250762641e+01, -3.7951921568e+02, 4.2104020000e-03, 3.0540400000e-03, -4.5677581551e+01, 6.2754144484e-01, 2.1530310000e-02, 4.0437290000e-03, -3.3188438267e+01, -1.6946035044e+02, 0.0000000000e+00
1.0541260000e+09, -2.0213450000e-02, 7.9000830000e-03, -3.3269838210e+01, -3.8050528997e+02, 3.7079110000e-03, 2.9504000000e-03, -4.6487166461e+01, 6.7211599874e-01, 2.1019820000e-03, 1.8695130000e-03, -5.1016364870e+01, -1.6891907280e+02, 0.0000000000e+00
1.0568240000e+09, -4.4586370000e-03, 2.1211540000e-02, -3.3280787852e+01, -3.8149632497e+02, 3.3761170000e-03, 2.9894100000e-03, -4.6917614157e+01, 7.2472253898e-01, -1.0438130000e-02, 1.5148810000e-02, -3.4705170274e+01, -1.6747187491e+02, 0.0000000000e+00
1.0595220000e+09, 1.5370860000e-02, 1.5333330000e-02, -3.3266340571e+01, -3.8249012788e+02, 3.0759140000e-03, 3.1167150000e-03, -4.7172610188e+01, 7.9198670756e-01, -8.6385850000e-03, 3.1920520000e-02, -2.9611634409e+01, -1.6781090994e+02, 0.0000000000e+00
1.0622200000e+09, 2.1249270000e-02, -4.3612920000e-03, -3.3273920594e+01, -3.8347673679e+02, 2.9744500000e-03, 3.4157020000e-03, -4.6879417532e+01, 8.5434060471e-01, 4.6943990000e-03, 4.0390470000e-02, -2.7816148569e+01, -1.6819091324e+02, 0.0000000000e+00
1.0649180000e+09, 8.0405730000e-03, -2.0050410000e-02, -3.3309903446e+01, -3.8446371651e+02, 3.2845610000e-03, 3.5690080000e-03, -4.6284489709e+01, 8.2687784280e-01, 1.7886310000e-02, 3.4409410000e-02, -2.8227730757e+01, -1.6855457565e+02, 0.0000000000e+00
1.0676160000e+09, -1.2358060000e-02, -1.7699650000e-02, -3.3316147757e+01, -3.8545462320e+02, 3.4745410000e-03, 3.1928250000e-03, -4.6523467432e+01, 7.4317031376e-01, 1.8728120000e-02, 2.2821200000e-02, -3.0597078681e+01, -1.6876241060e+02, 0.0000000000e+00
1.0703140000e+09, -2.1546860000e-02, 5.4337870000e-04, -3.3329559094e+01, -3.8644110951e+02, 3.6531710000e-03, 2.8748170000e-03, -4.6653405880e+01, 6.6672505431e-01, 1.1909120000e-02, 1.8882630000e-02, -3.3024386493e+01, -1.6863788880e+02, 0.0000000000e+00
1.0730120000e+09, -1.1398260000e-02, 1.8319940000e-02, -3.3320425009e+01, -3.8743012542e+02, 3.4543530000e-03, 2.5221350000e-03, -4.7376979818e+01, 6.3066411526e-01, 9.1179180000e-03, 2.1121790000e-02, -3.2763256419e+01, -1.6848272454e+02, 0.0000000000e+00
1.0757100000e+09, 8.9043540000e-03, 1.9556290000e-02, -3.3356062649e+01, -3.8841396127e+02, 3.0762020000e-03, 2.2085520000e-03, -4.8434290230e+01, 6.2267008473e-01, 9.4779590000e-03, 2.0740130000e-02, -3.2840094355e+01, -1.6850385564e+02, 0.0000000000e+00
1.0784080000e+09, 2.1237430000e-02, 3.2837540000e-03, -3.3355352816e+01, -3.8940408281e+02, 2.5765240000e-03, 2.2274240000e-03, -4.9355459944e+01, 7.1285628203e-01, 6.8787180000e-03, 1.9456500000e-02, -3.3707207561e+01, -1.6841503503e+02, 0.0000000000e+00
1.0811060000e+09, 1.4327480000e-02, -1.5981470000e-02, -3.3365968083e+01, -3.9039740414e+02, 2.3658390000e-03, 2.3036780000e-03, -4.9624091188e+01, 7.7208686621e-01, 3.2762620000e-03, 2.1700230000e-02, -3.3172829755e+01, -1.6822505347e+02, 0.0000000000e+00
1.0838040000e+09, -5.5031170000e-03, -2.0839400000e-02, -3.3329536164e+01, -3.9138646447e+02, 2.4067960000e-03, 2.4488080000e-03, -4.9285109638e+01, 7.9405021815e-01, 2.5397510000e-03, 2.6606400000e-02, -3.1460884305e+01, -1.6817037501e+02, 0.0000000000e+00
1.0865020000e+09, -2.0326370000e-02, -6.8364820000e-03, -3.3373377203e+01, -3.9237463154e+02, 2.3921700000e-03, 2.5203950000e-03, -4.9181175986e+01, 8.1149367412e-01, 6.7556000000e-03, 3.1771080000e-02, -2.9767312163e+01, -1.6828472021e+02, 0.0000000000e+00
1.0892000000e+09, -1.6765290000e-02, 1.3243060000e-02, -3.3406033758e+01, -3.9336763947e+02, 2.5698800000e-03, 2.2190010000e-03, -4.9382366648e+01, 7.1225933914e-01, 1.5936340000e-02, 3.0996920000e-02, -2.9155038033e+01, -1.6855009185e+02, 0.0000000000e+00
1.0918980000e+09, 1.7374100000e-03, 2.1299330000e-02, -3.3403879582e+01, -3.9435126893e+02, 2.6032110000e-03, 1.9412330000e-03, -4.9769495828e+01, 6.4074800507e-01, 2.0943920000e-02, 2.0461830000e-02, -3.0668498150e+01, -1.6887224767e+02, 0.0000000000e+00
1.0945960000e+09, 1.8784040000e-02, 1.0186390000e-02, -3.3404615248e+01, -3.9534377008e+02, 2.3098780000e-03, 1.5989130000e-03, -5.1028096681e+01, 6.0547638145e-01, 1.3450460000e-02, 9.0825110000e-03, -3.5793728853e+01, -1.6905207741e+02, 0.0000000000e+00
1.0972940000e+09, 1.8745850000e-02, -1.0040090000e-02, -3.3446595505e+01, -3.9633238696e+02, 2.2065170000e-03, 1.6005510000e-03, -5.1289830851e+01, 6.2755357258e-01, -1.0561410000e-03, 8.9201390000e-03, -4.0932108913e+01, -1.6795735601e+02, 0.0000000000e+00
1.0999920000e+09, 1.9251620000e-03, -2.1162470000e-02, -3.3452880122e+01, -3.9732074982e+02, 1.9972370000e-03, 1.4598860000e-03, -5.2132327699e+01, 6.3119904957e-01, -1.0674790000e-02, 2.0081630000e-02, -3.2863221668e+01, -1.6758662356e+02, 0.0000000000e+00
1.1026900000e+09, -1.6637810000e-02, -1.3261050000e-02, -3.3442162061e+01, -3.9830933171e+02, 1.6936790000e-03, 1.4659820000e-03, -5.2994994816e+01, 7.1345877933e-01, -9.2065910000e-03, 3.5386730000e-02, -2.8738744468e+01, -1.6782067901e+02, 0.0000000000e+00
1.1053880000e+09, -2.0114280000e-02, 6.6211970000e-03, -3.3483106581e+01, -3.9930027394e+02, 1.6802290000e-03, 1.5451170000e-03, -5.2831159292e+01, 7.4353194185e-01, 3.6471230000e-03, 4.5383870000e-02, -2.6834012924e+01, -1.6815539630e+02, 0.0000000000e+00
1.1080860000e+09, -5.4584720000e-03, 2.0405820000e-02, -3.3504778251e+01, -4.0029168697e+02, 1.7186720000e-03, 1.5765740000e-03, -5.2644474844e+01, 7.4230274040e-01, 2.0333800000e-02, 4.2021990000e-02, -2.6616807759e+01, -1.6852587946e+02, 0.0000000000e+00
1.1107840000e+09, 1.3945830000e-02, 1.5812950000e-02, -3.3520934905e+01, -4.0127580181e+02, 1.6564180000e-03, 1.3880910000e-03, -5.3306350228e+01, 6.9749057103e-01, 2.7854490000e-02, 2.7673560000e-02, -2.8120005399e+01, -1.6886386347e+02, 0.0000000000e+00
1.1134820000e+09, 2.0863180000e-02, -3.0669310000e-03, -3.3519540189e+01, -4.0226981638e+02, 1.5469620000e-03, 1.3253430000e-03, -5.3819910965e+01, 7.0839353434e-01, 2.2781170000e-02, 1.3675060000e-02, -3.1512020825e+01, -1.6910537861e+02, 0.0000000000e+00
1.1161800000e+09, 8.9618970000e-03, -1.9077360000e-02, -3.3523615536e+01, -4.0325548670e+02, 1.6226550000e-03, 1.2483790000e-03, -5.3776347386e+01, 6.5576641600e-01, 9.5414970000e-03, 7.6663090000e-03, -3.8244520684e+01, -1.6896914992e+02, 0.0000000000e+00
1.1188780000e+09, -1.1005650000e-02, -1.7904180000e-02, -3.3548883393e+01, -4.0424581225e+02, 1.5592760000e-03, 1.1122850000e-03, -5.4355091604e+01, 6.1961918897e-01, -5.2577080000e-03, 1.4416940000e-02, -3.6280244830e+01, -1.6772550605e+02, 0.0000000000e+00
1.1215760000e+09, -2.0897440000e-02, -6.8631370000e-04, -3.3593456498e+01, -4.0523262211e+02, 1.6567890000e-03, 7.5081480000e-04, -5.4803461979e+01, 4.2549084132e-01, -8.8806540000e-03, 3.3219370000e-02, -2.9272383122e+01, -1.6781398202e+02, 0.0000000000e+00
1.1242740000e+09, -1.2054940000e-02, 1.7049180000e-02, -3.3605173785e+01, -4.0622079438e+02, 1.5094610000e-03, 4.1932630000e-04, -5.6100711040e+01, 2.7096627158e-01, 7.2791660000e-03, 4.8404960000e-02, -2.6205083992e+01, -1.6822446910e+02, 0.0000000000e+00
