#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), S11re (), S11im (), S11dB (dB), S11Ph (rad), S22re (), S22im (), S22dB (dB), S22Ph (rad), Power (dBm)
1.0421582000e+10, -6.8029730000e-04, -9.5960270000e-04, -5.8589763395e+01, -3.8097977909e+03, 8.5963860000e-03, -4.2542830000e-02, -2.7249674583e+01, -7.6546019868e+00, -3.6786260000e-02, -5.0816820000e-03, -2.8604192263e+01, -1.5109687944e+03, 0.0000000000e+00
1.0424280000e+10, -1.0783980000e-03, -5.8657560000e-05, -5.9331588353e+01, -3.8106975491e+03, 8.4427110000e-03, -4.2643890000e-02, -2.7235885853e+01, -7.6585274720e+00, -3.2573830000e-02, -9.8440490000e-03, -2.9363065543e+01, -1.5108125858e+03, 0.0000000000e+00
1.0426978000e+10, -6.6717960000e-04, 1.0505580000e-03, -5.8100044553e+01, -3.8117568760e+03, 8.5268660000e-03, -4.2816500000e-02, -2.7198861916e+01, -7.6574044133e+00, -3.3509500000e-02, -1.6500720000e-02, -2.8553758745e+01, -1.5106485018e+03, 0.0000000000e+00
1.0429676000e+10, 4.8212700000e-04, 1.0395410000e-03, -5.8817048662e+01, -3.8127569461e+03, 8.7723280000e-03, -4.3007080000e-02, -2.7152168594e+01, -7.6527678152e+00, -3.9397720000e-02, -2.0065840000e-02, -2.7088936093e+01, -1.5106349948e+03, 0.0000000000e+00
1.0432374000e+10, 1.2082610000e-03, 1.4991840000e-04, -5.8290433328e+01, -3.8137700346e+03, 9.2777270000e-03, -4.3473600000e-02, -2.7042064409e+01, -7.6437251466e+00, -4.5514740000e-02, -1.8041640000e-02, -2.6203152375e+01, -1.5107286749e+03, 0.0000000000e+00
1.0435072000e+10, 7.6891100000e-04, -7.1337910000e-04, -5.9585544659e+01, -3.8146414335e+03, 9.6375720000e-03, -4.4083680000e-02, -2.6911681271e+01, -7.6387480469e+00, -4.7270960000e-02, -1.2565800000e-02, -2.6211584025e+01, -1.5108462500e+03, 0.0000000000e+00
1.0437770000e+10, -1.6175600000e-04, -1.2179180000e-03, -5.8211699731e+01, -3.8155963186e+03, 9.7562360000e-03, -4.4854440000e-02, -2.6763138371e+01, -7.6398087473e+00, -4.4363370000e-02, -8.3732410000e-03, -2.6907489918e+01, -1.5109195187e+03, 0.0000000000e+00
1.0440468000e+10, -1.0026600000e-03, -4.8964230000e-04, -5.9048039089e+01, -3.8165807953e+03, 9.6612060000e-03, -4.5636100000e-02, -2.6623426009e+01, -7.6453608862e+00, -3.9806560000e-02, -8.2883770000e-03, -2.7816589961e+01, -1.5109007831e+03, 0.0000000000e+00
1.0443166000e+10, -8.9789210000e-04, 5.1225180000e-04, -5.9711799004e+01, -3.8175535236e+03, 9.5135390000e-03, -4.6120480000e-02, -2.6541155925e+01, -7.6505589962e+00, -3.7590540000e-02, -1.1290150000e-02, -2.8123337347e+01, -1.5108142926e+03, 0.0000000000e+00
1.0445864000e+10, -1.1709070000e-05, 1.1753470000e-03, -5.8596246939e+01, -3.8185959085e+03, 9.3540710000e-03, -4.6590050000e-02, -2.6462507896e+01, -7.6558419480e+00, -3.8416690000e-02, -1.3968720000e-02, -2.7770320726e+01, -1.5107573180e+03, 0.0000000000e+00
1.0448562000e+10, 8.7734640000e-04, 6.7574660000e-04, -5.9113784207e+01, -3.8195203522e+03, 9.3224380000e-03, -4.6823870000e-02, -2.6421827614e+01, -7.6574556042e+00, -3.9905810000e-02, -1.4023740000e-02, -2.7473559282e+01, -1.5107681262e+03, 0.0000000000e+00
1.0451260000e+10, 1.0832580000e-03, -3.6048330000e-04, -5.8849235814e+01, -3.8204979165e+03, 9.5524010000e-03, -4.6941300000e-02, -2.6392676476e+01, -7.6532261069e+00, -3.9049660000e-02, -1.2916510000e-02, -2.7716735247e+01, -1.5107866233e+03, 0.0000000000e+00
1.0453958000e+10, 3.2536200000e-04, -1.2312370000e-03, -5.7900013700e+01, -3.8214891125e+03, 9.9013190000e-03, -4.7356740000e-02, -2.6306548124e+01, -7.6478713148e+00, -3.6253710000e-02, -1.4016330000e-02, -2.8207961872e+01, -1.5107371493e+03, 0.0000000000e+00
1.0456656000e+10, -7.5309500000e-04, -9.7463580000e-04, -5.8189952323e+01, -3.8224053307e+03, 1.0093030000e-02, -4.7976580000e-02, -2.6191339230e+01, -7.6466311645e+00, -3.4855530000e-02, -1.8429360000e-02, -2.8083955056e+01, -1.5106196954e+03, 0.0000000000e+00
1.0459354000e+10, -1.0230160000e-03, 1.0662940000e-04, -5.9755424248e+01, -3.8234221148e+03, 1.0244160000e-02, -4.8710060000e-02, -2.6059665711e+01, -7.6466935883e+00, -3.8007230000e-02, -2.3732790000e-02, -2.6972806633e+01, -1.5105478783e+03, 0.0000000000e+00
1.0462052000e+10, -4.3834360000e-04, 1.1478840000e-03, -5.8210855297e+01, -3.8245242748e+03, 1.0253130000e-02, -4.9465980000e-02, -2.5931176533e+01, -7.6495994310e+00, -4.5003550000e-02, -2.4983870000e-02, -2.5768339005e+01, -1.5105992753e+03, 0.0000000000e+00
1.0464750000e+10, 5.4213890000e-04, 1.0679340000e-03, -5.8433304455e+01, -3.8253588063e+03, 1.0258980000e-02, -5.0213800000e-02, -2.5805940924e+01, -7.6524491507e+00, -5.1029650000e-02, -1.9183420000e-02, -2.5269469891e+01, -1.5107464833e+03, 0.0000000000e+00
1.0467448000e+10, 1.0921250000e-03, 7.5236200000e-05, -5.9213991051e+01, -3.8263910710e+03, 9.7843860000e-03, -5.0696220000e-02, -2.5741657681e+01, -7.6633255186e+00, -4.9754500000e-02, -1.0118040000e-02, -2.5887364599e+01, -1.5109054428e+03, 0.0000000000e+00
1.0470146000e+10, 7.0835980000e-04, -9.3276850000e-04, -5.8626994884e+01, -3.8273811479e+03, 9.5812130000e-03, -5.1239560000e-02, -2.5658636656e+01, -7.6691277725e+00, -4.0233610000e-02, -4.5769290000e-03, -2.7852378142e+01, -1.5109927945e+03, 0.0000000000e+00
1.0472844000e+10, -4.8683210000e-04, -1.1440720000e-03, -5.8108168513e+01, -3.8284329643e+03, 9.4289660000e-03, -5.1368690000e-02, -2.5642117215e+01, -7.6724476712e+00, -2.8123680000e-02, -9.0420290000e-03, -3.0591351907e+01, -1.5107949948e+03, 0.0000000000e+00
1.0475542000e+10, -1.2243530000e-03, -2.9416500000e-04, -5.7998136717e+01, -3.8293656524e+03, 9.4735810000e-03, -5.1554720000e-02, -2.5610405031e+01, -7.6722512441e+00, -2.2583770000e-02, -2.2876820000e-02, -2.9857418137e+01, -1.5103142221e+03, 0.0000000000e+00
1.0478240000e+10, -8.2402660000e-04, 8.3671780000e-04, -5.8603990410e+01, -3.8303944846e+03, 9.7717880000e-03, -5.1883440000e-02, -2.5548039471e+01, -7.6678212021e+00, -2.9539130000e-02, -3.7680740000e-02, -2.6397099094e+01, -1.5102001362e+03, 0.0000000000e+00
1.0480938000e+10, 2.2352050000e-04, 1.1959390000e-03, -5.8296703564e+01, -3.8313570089e+03, 1.0108140000e-02, -5.2389360000e-02, -2.5456400626e+01, -7.6633811411e+00, -4.6159670000e-02, -4.3193210000e-02, -2.3983344702e+01, -1.5103538554e+03, 0.0000000000e+00
1.0483636000e+10, 1.1255820000e-03, 4.7913680000e-04, -5.8249212730e+01, -3.8323405916e+03, 1.0107440000e-02, -5.3275860000e-02, -2.5315821243e+01, -7.6664909630e+00, -6.1637270000e-02, -3.4516200000e-02, -2.3018541025e+01, -1.5105955863e+03, 0.0000000000e+00
1.0486334000e+10, 1.0484930000e-03, -6.8819460000e-04, -5.8032852538e+01, -3.8333238744e+03, 9.9949480000e-03, -5.4025980000e-02, -2.5201792539e+01, -7.6710473317e+00, -6.5666740000e-02, -1.6915580000e-02, -2.3374067037e+01, -1.5108539501e+03, 0.0000000000e+00
1.0489032000e+10, 2.2127220000e-05, -1.3239980000e-03, -5.7561040581e+01, -3.8342971228e+03, 9.4485140000e-03, -5.4679250000e-02, -2.5115769401e+01, -7.6828724616e+00, -5.4848680000e-02, -2.0571850000e-03, -2.5210571288e+01, -1.5110685774e+03, 0.0000000000e+00
1.0491730000e+10, -1.0799410000e-03, -6.9667930000e-04, -5.7820860249e+01, -3.8353117010e+03, 8.9580950000e-03, -5.5018170000e-02, -2.5076242930e+01, -7.6925773305e+00, -3.6336720000e-02, -4.0251120000e-04, -2.8792552682e+01, -1.5110949896e+03, 0.0000000000e+00
1.0494428000e+10, -1.1797880000e-03, 5.8444910000e-04, -5.7610810455e+01, -3.8363445787e+03, 8.6553180000e-03, -5.5225350000e-02, -2.5051841934e+01, -7.6985190364e+00, -2.2518600000e-02, -1.3296940000e-02, -3.1650099622e+01, -1.5105726711e+03, 0.0000000000e+00
1.0497126000e+10, -3.2780170000e-04, 1.3006100000e-03, -5.7449591016e+01, -3.8372085315e+03, 8.7584620000e-03, -5.4988090000e-02, -2.5085821739e+01, -7.6960292053e+00, -2.2580870000e-02, -3.2440380000e-02, -2.8062428103e+01, -1.5101433555e+03, 0.0000000000e+00
1.0499824000e+10, 1.0264260000e-03, 8.2862990000e-04, -5.7594063649e+01, -3.8383470486e+03, 9.0431020000e-03, -5.5307320000e-02, -2.5029766790e+01, -7.6919093561e+00, -3.6167190000e-02, -4.5553990000e-02, -2.4706682666e+01, -1.5102063057e+03, 0.0000000000e+00
1.0502522000e+10, 1.3481390000e-03, -3.0688720000e-04, -5.7185896840e+01, -3.8392500463e+03, 9.3677080000e-03, -5.5672600000e-02, -2.4965917265e+01, -7.6872789600e+00, -5.4606860000e-02, -4.4667960000e-02, -2.3030205086e+01, -1.5104204507e+03, 0.0000000000e+00
1.0505220000e+10, 4.5953510000e-04, -1.1521390000e-03, -5.8128751798e+01, -3.8402175011e+03, 9.4274120000e-03, -5.6287340000e-02, -2.4871634751e+01, -7.6880346539e+00, -6.6484680000e-02, -3.1246560000e-02, -2.2678829750e+01, -1.5106667208e+03, 0.0000000000e+00
1.0507918000e+10, -7.5595090000e-04, -1.0125410000e-03, -5.7967763919e+01, -3.8412383328e+03, 9.3869320000e-03, -5.6950750000e-02, -2.4773598672e+01, -7.6906249608e+00, -6.4759410000e-02, -1.4171140000e-02, -2.3570804122e+01, -1.5108906347e+03, 0.0000000000e+00
1.0510616000e+10, -1.2796750000e-03, 1.7553520000e-04, -5.7777048396e+01, -3.8423041363e+03, 9.2388940000e-03, -5.7579530000e-02, -2.4684240881e+01, -7.6948832598e+00, -5.1701210000e-02, -3.9663860000e-03, -2.5704500073e+01, -1.5110294989e+03, 0.0000000000e+00
1.0513314000e+10, -7.3807160000e-04, 1.1329030000e-03, -5.7379718071e+01, -3.8431611918e+03, 8.8437940000e-03, -5.7768230000e-02, -2.4665608305e+01, -7.7020701183e+00, -3.5703430000e-02, -6.3577580000e-03, -2.8810227292e+01, -1.5109298422e+03, 0.0000000000e+00
1.0516012000e+10, 6.6970490000e-04, 1.2121080000e-03, -5.7172169637e+01, -3.8442433819e+03, 8.5588460000e-03, -5.7919230000e-02, -2.4649729901e+01, -7.7072712748e+00, -2.6791520000e-02, -1.9212920000e-02, -2.9638016852e+01, -1.5104839381e+03, 0.0000000000e+00
1.0518710000e+10, 1.2939890000e-03, 1.4738890000e-04, -5.7705406031e+01, -3.8451959940e+03, 8.5853760000e-03, -5.8020390000e-02, -2.4634321726e+01, -7.7070759373e+00, -2.9349920000e-02, -3.4297040000e-02, -2.6908587407e+01, -1.5102430967e+03, 0.0000000000e+00
1.0521408000e+10, 7.7500740000e-04, -9.8960490000e-04, -5.8013554670e+01, -3.8462158236e+03, 8.7883500000e-03, -5.7976080000e-02, -2.4636359038e+01, -7.7035411516e+00, -4.1333890000e-02, -4.2356800000e-02, -2.4556108244e+01, -1.5103084463e+03, 0.0000000000e+00
1.0524106000e+10, -3.3027630000e-04, -1.2536380000e-03, -5.7745122110e+01, -3.8471378052e+03, 9.1910460000e-03, -5.8433170000e-02, -2.4560671437e+01, -7.6979682910e+00, -5.4514390000e-02, -3.9654730000e-02, -2.3425314451e+01, -1.5104771753e+03, 0.0000000000e+00
1.0526804000e+10, -1.3019300000e-03, -3.6781190000e-04, -5.7374759837e+01, -3.8481756633e+03, 9.7676710000e-03, -5.8901660000e-02, -2.4479632535e+01, -7.6896469768e+00, -6.1096600000e-02, -2.9090400000e-02, -2.3392250028e+01, -1.5106616901e+03, 0.0000000000e+00
1.0529502000e+10, -1.0067790000e-03, 8.2538640000e-04, -5.7708644622e+01, -3.8491377159e+03, 9.9063780000e-03, -5.9824720000e-02, -2.4344906087e+01, -7.6898806641e+00, -5.8559830000e-02, -1.8035720000e-02, -2.4254431620e+01, -1.5108072974e+03, 0.0000000000e+00
1.0532200000e+10, 2.3433290000e-04, 1.3220420000e-03, -5.7440748650e+01, -3.8501972256e+03, 9.7351550000e-03, -6.0671560000e-02, -2.4229897025e+01, -7.6948811563e+00, -4.9402590000e-02, -1.2683910000e-02, -2.5847765919e+01, -1.5108547488e+03, 0.0000000000e+00
1.0534898000e+10, 1.1836560000e-03, 5.3747160000e-04, -5.7721345617e+01, -3.8511663537e+03, 9.3791570000e-03, -6.1325320000e-02, -2.4146787794e+01, -7.7022166314e+00, -3.9970640000e-02, -1.4798190000e-02, -2.7407314886e+01, -1.5107514872e+03, 0.0000000000e+00
1.0537596000e+10, 1.1981250000e-03, -6.7285080000e-04, -5.7239447122e+01, -3.8521042885e+03, 9.1673260000e-03, -6.1599910000e-02, -2.4113262634e+01, -7.7062454848e+00, -3.4597680000e-02, -2.1796620000e-02, -2.7767398037e+01, -1.5105438779e+03, 0.0000000000e+00
1.0540294000e+10, 3.5824960000e-05, -1.3109000000e-03, -5.7645366421e+01, -3.8531360679e+03, 8.9591720000e-03, -6.1645820000e-02, -2.4111152348e+01, -7.7096590842e+00, -3.4490770000e-02, -2.9823480000e-02, -2.6821344029e+01, -1.5103931113e+03, 0.0000000000e+00
1.0542992000e+10, -1.0071430000e-03, -6.9914330000e-04, -5.8230010372e+01, -3.8541273735e+03, 9.1250030000e-03, -6.1748270000e-02, -2.4093682854e+01, -7.7072660172e+00, -3.8600270000e-02, -3.6415450000e-02, -2.5503571951e+01, -1.5103497848e+03, 0.0000000000e+00
1.0545690000e+10, -1.1874670000e-03, 6.1864940000e-04, -5.7464669559e+01, -3.8552144782e+03, 9.5412940000e-03, -6.2176010000e-02, -2.4026457472e+01, -7.7017132690e+00, -4.5423970000e-02, -3.9697370000e-02, -2.4389919000e+01, -1.5103878427e+03, 0.0000000000e+00
1.0548388000e+10, -2.2904830000e-04, 1.3404160000e-03, -5.7330212406e+01, -3.8561357384e+03, 9.8821470000e-03, -6.2914360000e-02, -2.3919155963e+01, -7.6981816111e+00, -5.3266030000e-02, -3.8772760000e-02, -2.3624505471e+01, -1.5104768548e+03, 0.0000000000e+00
1.0551086000e+10, 9.5715260000e-04, 9.6244500000e-04, -5.7346062979e+01, -3.8570876234e+03, 1.0162110000e-02, -6.3931680000e-02, -2.3777312337e+01, -7.6963477447e+00, -5.9521710000e-02, -3.3001760000e-02, -2.3342361256e+01, -1.5105998137e+03, 0.0000000000e+00
1.0553784000e+10, 1.3614270000e-03, -2.4722290000e-04, -5.7179213469e+01, -3.8580554122e+03, 9.9984820000e-03, -6.4972570000e-02, -2.3643750807e+01, -7.7012916806e+00, -6.0930220000e-02, -2.3427280000e-02, -2.3704549183e+01, -1.5107389986e+03, 0.0000000000e+00
1.0556482000e+10, 4.7742640000e-04, -1.3311940000e-03, -5.6989670874e+01, -3.8591022192e+03, 9.4151670000e-03, -6.5757480000e-02, -2.3552964294e+01, -7.7117680296e+00, -5.5097640000e-02, -1.4335660000e-02, -2.4892859855e+01, -1.5108515237e+03, 0.0000000000e+00
1.0559180000e+10, -8.0184170000e-04, -1.0588080000e-03, -5.7534953892e+01, -3.8600947355e+03, 8.7886900000e-03, -6.6289560000e-02, -2.3495422159e+01, -7.7221700508e+00, -4.3519720000e-02, -1.1428410000e-02, -2.6936662195e+01, -1.5108492617e+03, 0.0000000000e+00
1.0561878000e+10, -1.3252700000e-03, 1.6290130000e-04, -5.7488785186e+01, -3.8611396771e+03, 8.3612430000e-03, -6.6581260000e-02, -2.3465005059e+01, -7.7290560710e+00, -3.2179990000e-02, -1.7857580000e-02, -2.8682386514e+01, -1.5105994475e+03, 0.0000000000e+00
1.0564576000e+10, -7.1282260000e-04, 1.1102220000e-03, -5.7592738381e+01, -3.8620173985e+03, 8.1911610000e-03, -6.6732130000e-02, -2.3448354033e+01, -7.7318457041e+00, -2.8317080000e-02, -3.1006850000e-02, -2.7536782833e+01, -1.5102753589e+03, 0.0000000000e+00
1.0567274000e+10, 5.3882080000e-04, 1.1285080000e-03, -5.8058026393e+01, -3.8630336236e+03, 8.3677510000e-03, -6.7099650000e-02, -2.3398574663e+01, -7.7299158033e+00, -3.4643180000e-02, -4.3455210000e-02, -2.5102516636e+01, -1.5102083110e+03, 0.0000000000e+00
1.0569972000e+10, 1.3729800000e-03, 1.7911540000e-04, -5.7173424547e+01, -3.8640292391e+03, 8.6918780000e-03, -6.7694620000e-02, -2.3317902301e+01, -7.7262819760e+00, -4.7977200000e-02, -4.7791170000e-02, -2.3385841656e+01, -1.5103226107e+03, 0.0000000000e+00
1.0572670000e+10, 8.2311090000e-04, -1.0356480000e-03, -5.7569425118e+01, -3.8650582112e+03, 8.5091740000e-03, -6.8745870000e-02, -2.3189034897e+01, -7.7308307691e+00, -5.9993470000e-02, -4.1248920000e-02, -2.2756676067e+01, -1.5105037404e+03, 0.0000000000e+00
1.0575368000e+10, -3.8151300000e-04, -1.1993150000e-03, -5.8002698726e+01, -3.8660377470e+03, 8.0386660000e-03, -6.9640550000e-02, -2.3085271686e+01, -7.7390594283e+00, -6.3685340000e-02, -2.8538440000e-02, -2.3124473995e+01, -1.5106847800e+03, 0.0000000000e+00
1.0578066000e+10, -1.3532890000e-03, -4.2449810000e-04, -5.6964605850e+01, -3.8669965981e+03, 7.4147410000e-03, -7.0218800000e-02, -2.3022774936e+01, -7.7487766868e+00, -5.7306800000e-02, -1.7541460000e-02, -2.4446912219e+01, -1.5108090251e+03, 0.0000000000e+00
1.0580764000e+10, -9.7757260000e-04, 8.3723600000e-04, -5.7807791163e+01, -3.8680087797e+03, 6.2578600000e-03, -7.0668500000e-02, -2.2981560102e+01, -7.7656596872e+00, -4.5244690000e-02, -1.4451780000e-02, -2.6466732410e+01, -1.5107968952e+03, 0.0000000000e+00
1.0583462000e+10, 1.2227870000e-04, 1.4146480000e-03, -5.6954704727e+01, -3.8689575761e+03, 5.6610910000e-03, -7.0842390000e-02, -2.2966490999e+01, -7.7742400160e+00, -3.4589780000e-02, -2.0076500000e-02, -2.7960106693e+01, -1.5105801705e+03, 0.0000000000e+00
1.0586160000e+10, 1.2610110000e-03, 6.3451040000e-04, -5.7005467050e+01, -3.8699759641e+03, 5.2707300000e-03, -7.0655980000e-02, -2.2992921212e+01, -7.7795224616e+00, -3.0485400000e-02, -3.1022590000e-02, -2.7231338001e+01, -1.5103119348e+03, 0.0000000000e+00
1.0588858000e+10, 1.1024950000e-03, -5.9839510000e-04, -5.8031134027e+01, -3.8709394203e+03, 5.0846180000e-03, -7.0655860000e-02, -2.2994603515e+01, -7.7821423280e+00, -3.4316510000e-02, -4.1647500000e-02, -2.5357881806e+01, -1.5102244601e+03, 0.0000000000e+00
1.0591556000e+10, 3.7316530000e-05, -1.3450590000e-03, -5.7421831839e+01, -3.8719852092e+03, 4.9254820000e-03, -7.0942180000e-02, -2.2961024710e+01, -7.7846633462e+00, -4.3782540000e-02, -4.7602060000e-02, -2.3785259520e+01, -1.5102788964e+03, 0.0000000000e+00
1.0594254000e+10, -1.1145200000e-03, -8.5176010000e-04, -5.7060521284e+01, -3.8729311897e+03, 4.7180960000e-03, -7.1193140000e-02, -2.2932204812e+01, -7.7878066214e+00, -5.4670100000e-02, -4.6233450000e-02, -2.2901915990e+01, -1.5104040852e+03, 0.0000000000e+00
1.0596952000e+10, -1.2589090000e-03, 5.1825200000e-04, -5.7320221701e+01, -3.8739742659e+03, 4.4770140000e-03, -7.1660360000e-02, -2.2877501975e+01, -7.7915872679e+00, -6.2121370000e-02, -3.8188330000e-02, -2.2742995940e+01, -1.5105548810e+03, 0.0000000000e+00
1.0599650000e+10, -2.2466520000e-04, 1.2156970000e-03, -5.8157647759e+01, -3.8749717963e+03, 3.8259570000e-03, -7.2062830000e-02, -2.2833549249e+01, -7.8009394727e+00, -6.3116950000e-02, -2.6885300000e-02, -2.3272955946e+01, -1.5107033828e+03, 0.0000000000e+00
1.0602348000e+10, 9.6717090000e-04, 8.8974290000e-04, -5.7626920769e+01, -3.8759816094e+03, 3.1470220000e-03, -7.2111200000e-02, -2.2831682024e+01, -7.8103680707e+00, -5.5843420000e-02, -1.6639550000e-02, -2.4691138929e+01, -1.5108164749e+03, 0.0000000000e+00
1.0605046000e+10, 1.2552450000e-03, -2.8804340000e-04, -5.7802559797e+01, -3.8769509013e+03, 2.3362750000e-03, -7.1975640000e-02, -2.2851715965e+01, -7.8215337806e+00, -4.2742930000e-02, -1.3405620000e-02, -2.6975243207e+01, -1.5108021491e+03, 0.0000000000e+00
1.0607744000e+10, 4.2429690000e-04, -1.2546560000e-03, -5.7559234835e+01, -3.8779700266e+03, 1.8977230000e-03, -7.1612440000e-02, -2.2897181831e+01, -7.8274879275e+00, -2.9245310000e-02, -1.9902660000e-02, -2.9026024500e+01, -1.5105085192e+03, 0.0000000000e+00
1.0610442000e+10, -8.9751260000e-04, -1.0803080000e-03, -5.7049622389e+01, -3.8789893682e+03, 1.9864840000e-03, -7.1082570000e-02, -2.2961347112e+01, -7.8260427581e+00, -2.2675940000e-02, -3.5046050000e-02, -2.7588461866e+01, -1.5101095565e+03, 0.0000000000e+00
1.0613140000e+10, -1.3765090000e-03, 8.5274270000e-06, -5.7224252226e+01, -3.8798731221e+03, 2.0663990000e-03, -7.0939630000e-02, -2.2978538205e+01, -7.8248608893e+00, -2.8492390000e-02, -5.1787940000e-02, -2.4567010872e+01, -1.5100382470e+03, 0.0000000000e+00
1.0615838000e+10, -8.0111450000e-04, 1.0317390000e-03, -5.7679522943e+01, -3.8807774956e+03, 2.2954290000e-03, -7.0925760000e-02, -2.2979373542e+01, -7.8216290997e+00, -4.5208950000e-02, -6.0693260000e-02, -2.2420333121e+01, -1.5101754837e+03, 0.0000000000e+00
1.0618536000e+10, 5.7668780000e-04, 1.0952800000e-03, -5.8146825304e+01, -3.8819223620e+03, 2.4076190000e-03, -7.1140220000e-02, -2.2952724498e+01, -7.8201512575e+00, -6.4463620000e-02, -5.5138550000e-02, -2.1429198296e+01, -1.5103984782e+03, 0.0000000000e+00
1.0621234000e+10, 1.2065470000e-03, 1.3250820000e-04, -5.8317046589e+01, -3.8828991339e+03, 2.1205200000e-03, -7.1512320000e-02, -2.2908565697e+01, -7.8243378072e+00, -7.4422320000e-02, -3.6488820000e-02, -2.1630359490e+01, -1.5106502136e+03, 0.0000000000e+00
1.0623932000e+10, 8.5706260000e-04, -1.0024120000e-03, -5.7596040003e+01, -3.8838719263e+03, 1.7539780000e-03, -7.1635340000e-02, -2.2894850628e+01, -7.8295017108e+00, -6.7612600000e-02, -1.5388270000e-02, -2.3180118278e+01, -1.5108822836e+03, 0.0000000000e+00
1.0626630000e+10, -2.9480120000e-04, -1.1775810000e-03, -5.8316189846e+01, -3.8848246193e+03, 1.4140340000e-03, -7.1440470000e-02, -2.2919412837e+01, -7.8341910393e+00, -4.6412310000e-02, -4.6611020000e-03, -2.6623753606e+01, -1.5110059738e+03, 0.0000000000e+00
1.0629328000e+10, -1.2721360000e-03, -3.7038180000e-04, -5.7555960292e+01, -3.8858667950e+03, 1.2450050000e-03, -7.1142230000e-02, -2.2956120656e+01, -7.8364831956e+00, -2.2834090000e-02, -1.2755620000e-02, -3.1648794524e+01, -1.5105966279e+03, 0.0000000000e+00
1.0632026000e+10, -9.9507280000e-04, 7.4383730000e-04, -5.8115035502e+01, -3.8867920248e+03, 1.4283020000e-03, -7.0647890000e-02, -2.3016241339e+01, -7.8337671952e+00, -1.0895210000e-02, -3.6258130000e-02, -2.8436454489e+01, -1.5098271764e+03, 0.0000000000e+00
1.0634724000e+10, 1.1906990000e-04, 1.1162120000e-03, -5.8995926207e+01, -3.8878271801e+03, 2.0592330000e-03, -7.0528630000e-02, -2.3028990381e+01, -7.8247928045e+00, -1.9352810000e-02, -6.2137450000e-02, -2.3730856810e+01, -1.5098371995e+03, 0.0000000000e+00
1.0637422000e+10, 1.1492700000e-03, 6.2524840000e-04, -5.7665578635e+01, -3.8887934496e+03, 2.4761570000e-03, -7.0562660000e-02, -2.3023156417e+01, -7.8189044224e+00, -4.3818890000e-02, -7.5032250000e-02, -2.1220568644e+01, -1.5100638423e+03, 0.0000000000e+00
1.0640120000e+10, 9.9741020000e-04, -5.5987220000e-04, -5.8832979741e+01, -3.8898032023e+03, 2.7246860000e-03, -7.1019930000e-02, -2.2966007607e+01, -7.8156353504e+00, -7.0304840000e-02, -6.6932980000e-02, -2.0258202876e+01, -1.5103452327e+03, 0.0000000000e+00
1.0642818000e+10, 8.2613870000e-05, -1.2503040000e-03, -5.8040767957e+01, -3.8907965224e+03, 2.8800320000e-03, -7.1436220000e-02, -2.2914577428e+01, -7.8136873249e+00, -8.3194840000e-02, -4.2677310000e-02, -2.0583527254e+01, -1.5106320886e+03, 0.0000000000e+00
